Energy_DPMD (eV),x,y,z
-45580.09559,4.3,9.4,9.4
-45580.46208,4.8,5.9,9.7
-45583.11184,5.2,4.8,8.8
-45581.32802,5.9,5.7,10.1
-45582.00959,6.6,5.5,8.8
-45582.15621,6.7,5.8,9.7
-45581.49203,7.0,4.9,10.1
-45580.62262,7.1,6.4,9.2
-45580.64899,7.2,6.1,9.9
-45579.9882,7.9,9.2,9.2
-45580.46953,8.5,9.1,9.2
-45580.08053,3.2,9.9,10.1
-45579.95611,3.7,8.3,8.8
-45582.0293,4.9,5.4,8.8
-45579.94711,5.3,6.5,9.7
-45580.49731,5.6,12.1,9.2
-45580.308,6.0,12.3,9.7
-45580.79684,6.2,12.2,9.2
-45580.10368,6.8,8.8,9.2
-45581.91634,7.7,5.1,8.8
-45579.97192,8.2,8.7,10.1
-45580.09933,8.3,5.2,8.8
-45580.9108,3.3,9.4,9.2
-45580.03381,4.4,5.8,9.6
-45579.93769,4.7,8.9,9.2
-45580.54484,5.6,4.9,10.5
-45580.65011,5.7,6.4,9.6
-45580.65414,6.1,13.1,9.2
-45580.54912,6.2,5.4,10.5
-45580.24189,6.3,13.0,9.7
-45579.92729,7.4,12.6,9.6
-45580.19847,9.2,8.4,8.8
-45580.23417,4.1,8.9,9.6
-45579.99165,5.3,13.2,9.6
-45580.42749,6.2,13.0,9.5
-45582.27617,6.3,5.9,9.6
-45580.2361,6.7,13.1,9.6
-45580.1315,7.0,12.1,9.6
-45580.38436,7.2,6.3,9.6
-45580.16792,7.3,5.0,10.5
-45580.728,4.9,5.9,9.5
-45580.11916,5.2,6.5,9.5
-45580.10222,5.3,4.8,10.6
-45580.52733,6.1,12.3,9.5
-45582.52665,6.6,5.8,9.5
-45580.18112,6.7,5.5,10.6
-45580.67379,3.6,9.5,9.1
-45580.18891,4.0,8.9,9.8
-45580.17535,4.2,8.8,9.1
-45580.20738,6.5,8.9,9.1
-45580.07231,6.6,13.1,9.8
-45580.06403,7.3,6.3,9.8
-45580.06422,9.0,7.7,9.8
-45579.93247,3.7,9.8,10.2
-45580.1109,4.4,5.5,8.7
-45581.83218,5.1,5.6,8.7
-45579.92648,5.9,9.4,9.1
-45581.94375,6.2,5.9,9.8
-45580.75745,6.7,12.3,9.1
-45579.97517,7.1,12.1,9.8
-45583.19885,7.2,5.0,8.7
-45580.03774,8.7,8.6,10.2
-45580.05737,3.3,7.1,9.8
-45580.08783,4.5,5.8,9.8
-45580.75715,5.4,5.6,10.2
-45580.49871,5.6,6.4,9.8
-45583.45494,5.7,4.9,8.7
-45581.68249,6.0,5.8,9.1
-45581.30367,6.1,5.5,10.2
-45581.91107,6.3,5.4,8.7
-45580.75938,8.8,9.0,9.1
-45579.91718,9.2,10.1,10.2
-45580.38907,3.7,8.5,9.5
-45580.28155,4.5,5.3,9.8
-45581.66126,4.9,5.2,9.5
-45582.53995,5.2,5.0,9.5
-45583.44419,6.6,5.3,9.5
-45579.98056,6.7,6.0,10.6
-45580.06682,6.8,11.6,9.5
-45581.40024,7.7,4.9,9.5
-45579.98332,8.3,5.4,9.5
-45580.54107,9.2,8.2,9.5
-45580.50647,3.3,8.4,9.8
-45580.14233,4.4,8.6,9.1
-45580.10748,5.1,8.5,9.1
-45582.52386,5.6,5.1,9.8
-45583.80008,6.0,5.3,9.1
-45580.75784,6.1,6.0,10.2
-45582.92322,6.2,5.2,9.8
-45580.15425,6.3,8.7,9.1
-45580.06124,9.2,9.4,10.2
-45580.00317,3.7,9.3,10.2
-45580.8706,5.9,12.7,8.7
-45580.12726,6.1,8.6,9.8
-45580.09675,6.4,11.7,9.8
-45580.8271,6.7,12.9,8.7
-45580.06669,8.9,8.8,10.2
-45579.97,4.0,10.2,9.8
-45580.57448,5.4,12.6,8.8
-45580.85487,6.1,12.5,8.8
-45581.78775,7.3,4.8,9.8
-45580.73195,7.8,5.7,9.1
-45580.62058,8.0,5.5,9.2
-45580.00857,8.2,5.4,9.7
-45580.18576,3.2,9.2,10.1
-45580.19825,3.3,10.1,9.2
-45580.98414,6.2,12.8,8.8
-45579.92818,6.3,12.4,10.1
-45579.93985,6.9,11.6,9.7
-45581.84247,7.5,5.6,9.2
-45581.28773,7.6,4.9,9.7
-45579.9452,8.8,8.0,9.7
-45580.04829,3.4,7.7,10.1
-45580.48988,3.6,8.5,9.7
-45581.04051,4.8,5.2,9.7
-45580.39773,4.9,6.1,8.8
-45582.29229,5.3,5.0,9.7
-45579.98285,5.9,8.4,9.7
-45580.06247,6.6,8.6,9.2
-45582.89172,6.7,5.3,9.7
-45580.40559,7.0,6.2,10.1
-45583.3801,7.1,5.1,9.2
-45580.30207,7.3,13.2,8.8
-45580.02348,8.4,8.9,10.1
-45580.00091,4.9,8.7,9.2
-45579.91469,5.2,6.3,8.8
-45583.45958,6.3,5.2,9.6
-45580.17566,6.5,11.7,9.6
-45582.51473,7.2,4.8,9.6
-45580.66848,3.2,8.4,9.6
-45579.97135,4.1,10.0,9.9
-45580.30615,4.4,5.3,9.6
-45580.01359,5.6,6.2,10.5
-45583.20528,5.7,5.1,9.6
-45580.17854,6.0,8.6,9.6
-45580.10487,6.2,6.1,10.5
-45580.51211,7.1,12.5,9.0
-45579.96186,3.6,9.1,10.3
-45580.28697,4.0,9.3,9.0
-45580.34147,5.2,12.8,9.0
-45579.91499,5.7,5.0,10.8
-45579.97752,5.9,11.6,9.9
-45580.99021,6.4,12.6,9.0
-45579.99808,6.6,11.4,9.4
-45581.48855,7.2,5.4,9.9
-45581.52268,7.3,5.9,9.0
-45579.92616,8.4,8.3,9.9
-45580.22917,3.2,7.8,9.9
-45580.32487,3.9,8.7,9.4
-45580.05753,4.4,5.1,9.9
-45579.93845,5.6,8.6,9.4
-45582.21882,5.7,5.3,9.9
-45583.91914,6.1,5.1,9.4
-45582.72163,6.3,5.0,9.9
-45579.95884,6.3,5.3,10.8
-45579.97079,7.7,13.1,9.0
-45579.9193,8.8,9.4,10.3
-45580.42538,8.9,9.9,9.4
-45580.79645,3.4,8.6,9.3
-45580.06752,3.7,7.9,10.0
-45580.03835,4.1,8.5,9.3
-45580.74644,4.9,5.0,10.0
-45580.8506,5.6,6.0,9.0
-45580.33471,6.0,6.2,10.3
-45580.09432,7.1,6.0,10.4
-45580.44663,7.2,13.0,8.9
-45579.91965,4.3,8.4,10.0
-45581.22698,5.2,5.2,10.0
-45580.83203,5.3,6.1,8.9
-45579.95803,5.3,8.7,9.3
-45580.14554,6.3,11.5,9.3
-45580.0527,6.4,8.5,10.0
-45582.1813,6.6,5.1,10.0
-45580.13643,6.6,5.2,10.7
-45583.26616,7.0,5.3,9.3
-45579.93772,3.3,9.0,10.4
-45580.79822,5.7,12.9,8.9
-45580.10435,6.0,11.9,8.9
-45581.09831,7.6,5.8,8.9
-45580.21721,9.2,8.0,10.0
-45580.34545,3.6,10.0,9.7
-45579.99074,6.4,9.1,8.8
-45580.82121,6.6,12.5,8.8
-45580.75642,6.9,12.7,8.9
-45582.97539,7.3,4.8,9.2
-45580.39463,7.7,5.5,10.0
-45580.49017,7.8,5.7,9.7
-45580.60368,8.1,4.9,9.3
-45580.22407,8.9,8.2,10.0
-45580.54311,3.7,9.3,8.8
-45580.00071,4.1,9.1,10.1
-45583.76295,5.6,5.1,9.2
-45580.18781,6.3,8.7,9.7
-45580.33757,6.4,11.7,9.2
-45579.95804,7.2,6.5,10.1
-45579.96171,3.2,6.9,10.1
-45580.58444,3.3,8.4,9.2
-45580.89036,4.5,5.3,9.2
-45580.06614,5.4,8.5,9.2
-45580.55921,5.7,6.2,10.1
-45583.06953,6.0,5.3,9.7
-45580.11523,6.1,8.6,9.2
-45584.04192,6.2,5.2,9.2
-45580.87242,6.3,6.1,10.1
-45580.01909,8.8,10.5,9.7
-45580.67653,8.9,8.8,8.8
-45580.78213,9.2,9.4,8.8
-45580.365,3.2,10.1,9.6
-45580.02885,6.7,8.6,9.6
-45582.85393,7.0,5.1,9.6
-45579.96153,7.1,6.2,10.5
-45581.58078,7.4,5.6,9.6
-45580.18702,8.1,5.5,9.6
-45579.94662,9.1,10.7,9.6
-45580.29069,3.7,10.0,9.5
-45580.00697,6.0,6.0,10.6
-45583.56368,6.1,5.3,9.5
-45580.2629,6.2,8.7,9.5
-45580.44191,7.9,5.7,9.5
-45580.5421,9.2,9.9,9.5
-45580.4389,3.6,8.5,9.1
-45581.91346,4.8,5.2,9.1
-45580.01141,4.9,6.1,10.2
-45580.07607,5.2,6.3,10.2
-45583.37322,5.3,5.0,9.1
-45580.83068,5.3,7.6,8.7
-45579.93194,5.8,6.9,10.2
-45580.69067,6.6,6.0,10.2
-45580.07287,6.6,8.6,9.8
-45582.12921,7.1,5.1,9.8
-45579.95046,8.7,9.6,10.2
-45580.00414,9.0,10.7,9.8
-45580.58727,3.2,9.2,8.7
-45580.21309,5.1,12.6,8.7
-45580.88537,6.0,12.9,8.7
-45583.70705,6.7,5.3,9.1
-45580.27164,8.2,5.4,9.1
-45580.29431,3.3,10.1,9.8
-45580.14924,3.9,8.7,10.0
-45580.65581,4.4,5.1,9.3
-45579.93672,4.6,8.5,9.3
-45580.19772,5.6,6.0,10.4
-45579.92836,6.1,7.7,10.4
-45580.14483,6.2,6.3,10.4
-45580.4189,6.3,12.4,8.7
-45580.99151,7.5,5.6,9.8
-45582.21639,7.6,4.9,9.1
-45580.18188,8.0,5.5,9.8
-45580.12557,8.9,9.9,10.0
-45580.79838,3.6,9.1,8.9
-45579.95062,5.6,8.6,10.0
-45583.57839,5.7,5.3,9.3
-45580.23769,5.9,11.6,9.3
-45582.30337,6.1,5.1,10.0
-45580.18189,6.1,5.2,10.7
-45584.12149,6.3,5.0,9.3
-45579.91814,6.9,8.4,9.3
-45580.64682,7.0,12.9,8.9
-45580.02705,7.3,5.9,10.4
-45580.58593,8.8,9.4,8.9
-45579.96383,9.2,10.5,10.0
-45580.12284,3.2,10.3,9.9
-45580.01083,3.7,10.2,10.0
-45580.43303,5.3,12.4,8.9
-45579.91787,5.4,9.1,9.0
-45580.72481,5.6,12.5,9.0
-45580.08177,5.9,9.0,8.9
-45580.15647,6.2,11.8,9.0
-45580.04575,6.7,11.9,8.9
-45579.96917,6.8,9.2,9.0
-45582.77632,7.2,5.4,9.3
-45581.25061,7.7,5.5,9.4
-45580.02464,8.1,4.9,9.9
-45580.09642,8.3,4.8,9.4
-45580.09076,8.9,8.2,9.4
-45580.99634,3.3,9.0,9.0
-45582.64715,5.2,5.2,9.4
-45580.04551,6.1,11.4,9.4
-45579.99027,6.3,11.5,9.9
-45580.0931,6.4,8.5,9.4
-45579.98204,7.6,5.8,10.3
-45579.91676,7.9,8.8,9.0
-45580.01978,9.2,8.0,9.4
-45580.4043,3.4,8.6,9.9
-45580.06996,4.1,8.5,9.9
-45581.92171,4.9,5.0,9.4
-45580.12885,5.3,6.1,10.3
-45579.9941,6.5,6.8,10.3
-45583.79445,6.6,5.1,9.4
-45580.27011,6.7,6.2,10.3
-45581.904,7.0,5.3,9.9
-45581.27411,7.1,6.0,9.0
-45580.05381,7.3,12.2,9.0
-45580.02364,8.4,9.8,9.9
-45579.95652,8.5,9.5,9.0
-45580.65849,9.0,9.6,9.0
-45579.96321,3.6,6.7,9.9
-45579.9323,3.6,8.1,10.3
-45580.55062,5.3,5.4,10.3
-45579.9396,5.9,8.0,10.3
-45582.23093,6.4,5.6,9.0
-45579.95315,6.5,8.3,10.3
-45580.56678,6.6,6.4,9.4
-45581.21259,6.7,4.9,10.3
-45582.86052,7.1,5.5,9.0
-45580.08454,8.4,9.3,9.9
-45580.01476,4.0,8.3,9.0
-45580.12066,4.8,4.8,10.3
-45581.44143,5.2,5.9,9.4
-45580.04375,5.7,12.3,9.9
-45580.37857,5.9,6.6,9.9
-45580.57523,6.1,12.1,9.4
-45581.34526,7.0,5.8,9.9
-45580.09267,7.3,12.8,9.4
-45580.00069,7.7,8.6,9.0
-45580.99319,8.0,5.1,9.0
-45580.41029,3.2,8.8,9.9
-45580.74384,3.4,9.6,9.3
-45580.20011,3.7,8.9,10.0
-45580.28182,3.9,9.7,9.4
-45580.19471,4.1,9.5,9.3
-45579.91605,5.5,8.9,9.9
-45580.33839,5.6,13.1,9.4
-45580.45807,6.2,13.2,9.4
-45580.09819,6.3,12.0,9.9
-45581.13308,7.2,6.1,9.3
-45580.12044,7.6,5.3,10.3
-45580.16532,7.7,6.0,9.4
-45579.9582,8.8,8.4,10.3
-45579.92994,4.3,9.4,10.0
-45580.23871,5.3,13.0,9.3
-45579.97802,5.8,8.8,10.0
-45579.98923,6.6,12.1,10.0
-45580.39609,7.0,12.3,9.3
-45580.30036,7.3,5.2,10.4
-45579.97206,3.3,6.6,10.0
-45580.71976,4.6,5.6,8.9
-45580.52004,5.6,5.5,10.4
-45582.43113,5.7,5.8,9.3
-45583.90453,6.0,4.9,8.9
-45579.92847,6.1,5.9,10.7
-45580.62219,6.1,6.4,10.0
-45581.09131,6.2,4.8,10.4
-45581.82769,6.9,5.7,8.9
-45580.20332,8.9,9.2,10.0
-45580.28518,9.2,9.0,10.0
-45580.42394,3.3,9.4,9.8
-45580.49054,3.7,9.5,9.5
-45579.98624,4.3,8.8,9.5
-45579.95314,5.2,12.0,9.5
-45580.02961,5.5,5.6,10.6
-45579.94953,5.8,9.4,9.5
-45580.24168,6.0,5.5,10.6
-45582.60815,6.1,5.8,9.5
-45580.77588,6.3,13.0,9.1
-45580.2251,6.4,8.9,9.5
-45580.46538,6.6,12.3,9.5
-45580.28263,6.8,6.6,9.5
-45580.26134,7.6,6.2,9.1
-45580.61678,8.9,9.0,9.5
-45580.76551,9.2,9.2,9.5
-45580.06218,5.6,12.1,9.8
-45580.85541,6.0,12.3,9.1
-45580.11084,6.1,13.1,9.8
-45580.22292,6.2,12.2,9.8
-45579.99536,6.8,8.8,9.8
-45580.38353,8.1,5.3,8.7
-45580.10121,9.2,8.4,10.2
-45580.03425,3.7,8.3,10.2
-45580.28606,4.9,5.4,10.2
-45580.86305,5.2,4.8,10.2
-45580.20389,5.3,6.5,9.1
-45580.13936,5.9,5.7,8.7
-45580.32014,6.4,6.7,9.8
-45579.97252,6.4,8.1,10.2
-45581.92569,6.7,5.8,9.1
-45580.12982,7.1,6.4,9.8
-45580.19998,7.7,5.1,10.2
-45579.96643,8.9,7.8,10.2
-45580.66231,4.8,5.9,9.1
-45582.16788,5.4,5.6,8.8
-45581.77102,5.7,4.9,10.1
-45579.95671,5.8,8.2,10.2
-45581.72231,6.1,5.5,8.8
-45581.74016,6.3,5.4,10.1
-45581.21969,6.6,5.5,10.2
-45583.38504,7.0,4.9,8.7
-45580.18945,8.5,9.1,9.8
-45580.42385,8.8,9.0,9.7
-45580.18473,3.2,8.2,10.1
-45580.0211,4.5,5.8,9.2
-45580.62247,5.1,5.6,10.1
-45579.95924,5.3,12.0,9.7
-45580.40522,5.6,6.4,9.2
-45582.31017,6.0,5.8,9.7
-45581.61248,6.2,5.9,9.2
-45580.11552,6.5,8.9,9.7
-45580.07637,6.9,6.6,9.7
-45580.00016,7.5,12.6,9.2
-45580.42786,3.6,9.5,9.7
-45580.36045,4.0,8.9,9.2
-45579.97797,4.9,13.0,9.2
-45579.93939,5.9,9.4,9.7
-45580.61345,6.6,13.1,9.2
-45580.24724,6.7,12.3,9.7
-45580.30645,7.1,12.1,9.2
-45581.16597,7.2,5.0,10.1
-45580.68766,7.3,6.3,9.2
-45580.36145,8.7,8.6,8.8
-45580.65781,3.2,9.4,9.6
-45580.09664,4.2,8.8,9.7
-45580.21281,5.2,13.2,9.2
-45580.23991,5.7,12.1,9.6
-45580.27581,5.8,5.7,10.5
-45580.2883,6.0,13.1,9.6
-45580.41004,6.3,12.2,9.6
-45580.12805,6.5,6.7,9.6
-45579.99415,6.9,8.8,9.6
-45580.44942,7.0,6.4,9.6
-45580.3644,7.1,4.9,10.5
-45580.22883,8.4,9.1,9.6
-45579.92637,9.1,6.2,9.7
-45580.31212,3.7,8.3,9.8
-45580.57451,4.8,5.9,8.7
-45580.9957,4.9,5.4,9.8
-45581.84994,5.2,4.8,9.8
-45582.27918,5.9,5.7,9.1
-45580.11856,6.4,6.7,10.2
-45582.479,6.6,5.5,9.8
-45579.94566,6.7,5.8,8.7
-45583.69177,7.0,4.9,9.1
-45580.08469,7.1,6.4,10.2
-45579.97552,8.5,9.1,10.2
-45580.50545,9.2,8.4,9.8
-45580.53921,3.2,9.9,9.1
-45580.05491,3.3,9.4,10.2
-45580.17816,6.0,12.3,8.7
-45580.84389,6.3,13.0,8.7
-45580.83231,7.7,5.1,9.8
-45580.58588,8.1,5.3,9.1
-45580.14324,8.2,8.7,9.1
-45580.00945,8.9,7.8,9.8
-45580.52827,3.3,8.2,9.5
-45580.50271,4.5,5.5,9.5
-45581.59865,5.0,5.6,9.5
-45583.3659,5.6,4.9,9.5
-45579.92708,5.7,6.4,10.6
-45583.45182,6.2,5.4,9.5
-45580.05554,6.3,5.9,10.6
-45582.46682,7.3,5.0,9.5
-45581.43926,7.6,5.1,9.6
-45580.10686,8.2,5.2,9.6
-45580.00446,3.4,10.7,9.7
-45580.36547,3.6,8.3,9.6
-45580.20769,3.7,9.8,9.2
-45581.10801,4.8,5.4,9.6
-45580.06382,4.9,13.0,8.8
-45582.58013,5.3,4.8,9.6
-45580.23524,6.6,5.8,10.5
-45582.90191,6.7,5.5,9.6
-45580.0142,7.1,12.1,8.8
-45582.22907,7.2,5.0,9.7
-45580.38255,8.7,8.6,9.2
-45580.08039,3.6,9.5,10.1
-45580.04117,4.0,8.9,8.8
-45579.99113,4.2,8.8,10.1
-45580.32221,5.2,13.2,8.8
-45579.93204,6.5,8.9,10.1
-45580.75912,6.6,13.1,8.8
-45579.91093,7.3,6.3,8.8
-45582.72873,5.4,5.6,9.2
-45583.01889,5.7,4.9,9.7
-45581.2427,6.0,5.8,10.1
-45583.33976,6.1,5.5,9.2
-45583.02534,6.3,5.4,9.7
-45580.07821,7.5,12.6,8.8
-45580.11692,8.8,9.0,10.1
-45580.21223,9.2,10.1,9.2
-45580.52055,3.2,8.2,9.7
-45580.16384,4.4,5.5,9.7
-45581.44728,5.1,5.6,9.7
-45580.60849,5.6,13.1,9.0
-45580.6186,6.1,12.1,9.0
-45580.06289,6.9,6.6,10.1
-45580.80685,7.6,5.3,9.9
-45580.71942,8.0,5.1,9.4
-45580.30922,8.8,8.4,9.9
-45580.03964,3.2,8.8,10.3
-45581.53955,5.3,5.4,9.9
-45579.95174,6.2,11.3,9.4
-45580.69099,6.2,13.2,9.0
-45583.15495,6.4,5.6,9.4
-45579.99449,6.5,8.3,9.9
-45582.50473,6.7,4.9,9.9
-45582.69813,7.1,5.5,9.4
-45580.37228,7.7,6.0,9.0
-45580.25883,3.6,8.1,9.9
-45580.01898,4.3,5.7,9.4
-45580.76914,4.8,4.8,9.9
-45581.56681,5.2,5.9,9.0
-45581.0395,5.7,5.8,8.9
-45580.08116,5.9,6.6,10.3
-45580.10589,6.1,6.4,10.4
-45580.44483,7.0,5.8,10.3
-45580.31832,7.3,12.8,9.0
-45580.0311,7.6,12.9,8.9
-45579.92829,9.1,10.8,9.9
-45579.94261,9.2,9.0,10.4
-45580.22043,3.3,8.0,10.0
-45580.10882,4.5,4.9,10.0
-45580.77174,4.6,5.6,9.3
-45580.46688,5.3,13.0,8.9
-45580.09044,5.6,4.8,10.7
-45581.60433,5.6,5.5,10.0
-45584.08128,6.0,4.9,9.3
-45582.44298,6.2,4.8,10.0
-45580.07446,6.2,5.5,10.7
-45582.64284,6.9,5.7,9.3
-45580.84645,7.2,6.1,8.9
-45580.63375,3.4,9.6,8.9
-45580.00526,4.0,9.8,10.0
-45580.01482,4.8,13.2,8.9
-45580.57847,7.0,12.3,8.9
-45581.17747,7.3,5.2,10.0
-45580.12272,8.5,8.5,10.0
-45580.28684,9.0,8.6,10.0
-45580.74213,3.6,9.1,9.3
-45580.07368,4.0,9.3,10.0
-45580.28148,4.2,9.2,9.3
-45580.40018,7.0,12.9,9.3
-45579.94046,7.2,8.7,9.3
-45580.62844,7.3,5.9,10.0
-45580.08596,3.3,7.5,10.0
-45580.78678,4.4,5.1,8.9
-45580.25043,5.3,12.4,9.3
-45580.95557,5.6,6.0,10.0
-45580.23231,5.9,9.0,9.3
-45580.84943,6.0,6.2,9.3
-45579.91345,6.2,6.0,10.7
-45580.78356,6.2,6.3,10.0
-45583.98622,6.3,5.0,8.9
-45580.01392,6.4,12.6,10.0
-45580.08843,6.5,9.3,9.3
-45580.42229,6.7,11.9,9.3
-45582.89623,7.2,5.4,8.9
-45580.64996,8.8,9.4,9.3
-45579.98635,4.3,8.4,9.0
-45583.08276,5.2,5.2,9.0
-45580.69427,5.3,6.1,9.9
-45583.46569,5.7,5.3,8.9
-45580.98327,6.1,5.1,10.4
-45580.11779,6.5,6.8,9.9
-45584.02228,6.6,5.1,9.0
-45580.77571,7.0,5.3,10.3
-45580.01762,7.1,8.6,9.0
-45580.04848,7.3,12.2,9.4
-45580.33174,8.5,9.5,9.4
-45580.66907,9.0,9.6,9.4
-45580.00075,3.4,8.6,10.3
-45579.91841,4.1,8.5,10.3
-45579.92307,4.7,9.3,9.4
-45582.36754,4.9,5.0,9.0
-45579.98398,5.4,9.1,9.4
-45580.42826,5.6,12.5,9.4
-45579.97367,5.7,12.9,9.9
-45580.06541,6.0,11.9,9.9
-45580.38887,6.2,11.8,9.4
-45580.98822,6.7,6.2,9.9
-45580.03118,6.8,9.2,9.4
-45579.96774,6.9,12.7,9.9
-45581.43002,7.1,6.0,9.4
-45581.53699,7.7,5.5,9.0
-45580.20372,8.3,4.8,9.0
-45580.85039,3.3,9.0,9.4
-45579.939,3.4,6.2,9.6
-45579.94239,4.8,6.1,9.6
-45580.19424,5.2,5.0,10.5
-45580.44602,5.3,6.3,9.6
-45579.91429,6.4,7.9,10.5
-45580.53936,6.6,5.3,10.5
-45581.86428,6.7,6.0,9.6
-45579.97982,7.2,13.2,9.6
-45580.48414,7.6,5.8,9.9
-45580.32364,8.6,9.6,9.6
-45579.99879,3.2,6.9,9.7
-45580.20115,5.5,12.6,9.6
-45580.41783,6.0,12.5,9.6
-45583.477,6.2,5.2,8.8
-45580.39428,6.3,12.8,9.6
-45579.93282,8.2,9.7,9.7
-45580.78119,8.9,8.8,9.2
-45580.15437,3.3,8.4,8.8
-45579.99956,3.6,10.0,10.1
-45579.95018,4.4,8.6,10.1
-45580.88632,4.5,5.3,8.8
-45583.65627,5.6,5.1,8.8
-45581.21707,5.7,6.2,9.7
-45580.10959,5.8,9.2,9.2
-45580.2648,5.9,12.7,9.7
-45581.78004,6.0,5.3,10.1
-45581.16651,6.1,6.0,9.2
-45579.97826,6.1,8.6,8.8
-45581.67014,6.3,6.1,9.7
-45579.99362,6.3,8.7,10.1
-45580.79981,6.6,12.5,9.2
-45580.02305,7.0,11.9,9.7
-45583.0404,7.3,4.8,8.8
-45580.05865,7.8,5.7,10.1
-45580.92584,9.2,9.4,9.2
-45580.15447,4.1,9.1,9.7
-45580.13792,4.3,9.0,9.2
-45580.17971,6.4,9.1,9.2
-45580.19024,6.7,12.9,9.7
-45580.68372,3.7,9.3,9.2
-45580.16992,5.1,12.6,9.1
-45580.80484,6.0,12.9,9.1
-45580.1914,6.2,12.8,9.8
-45581.01447,3.2,9.2,9.1
-45579.91316,3.3,10.1,10.2
-45579.98376,5.4,12.6,9.8
-45579.92978,5.5,9.3,9.1
-45580.37997,5.7,11.9,9.1
-45580.2243,6.1,12.5,9.8
-45580.93595,6.3,12.4,9.1
-45580.08199,6.9,9.0,9.1
-45580.28517,7.5,5.6,10.2
-45582.22197,7.6,4.9,8.7
-45579.96384,8.2,5.4,8.7
-45580.05553,9.2,7.1,9.8
-45580.22675,3.6,8.5,8.7
-45581.89277,4.8,5.2,8.7
-45580.16786,4.9,6.1,9.8
-45580.12908,5.2,6.3,9.8
-45581.62686,6.6,6.0,9.8
-45582.9004,6.7,5.3,8.7
-45580.81012,7.0,6.2,9.1
-45580.232,8.4,8.9,9.1
-45580.27013,8.7,9.6,9.8
-45580.34116,4.0,9.1,9.5
-45583.25826,5.3,5.0,8.7
-45579.99111,5.4,6.8,9.5
-45581.11963,5.6,6.2,9.5
-45580.31929,5.7,5.1,10.6
-45580.43672,5.8,12.7,9.5
-45581.73226,6.2,6.1,9.5
-45580.41288,6.3,5.2,10.6
-45579.95115,6.6,8.6,10.2
-45580.41354,6.6,12.9,9.5
-45581.01529,7.1,5.1,10.2
-45580.04057,7.1,11.9,9.5
-45580.08009,7.2,4.8,10.6
-45580.07743,7.3,6.5,9.5
-45579.96524,8.3,9.7,9.5
-45579.93247,3.2,9.7,10.3
-45579.94934,3.8,10.5,9.9
-45580.35685,3.9,8.8,9.0
-45580.14383,5.0,13.1,9.0
-45580.49966,5.4,12.3,9.0
-45580.06551,5.6,8.9,9.0
-45580.43863,6.8,12.0,9.0
-45580.04917,7.4,6.0,10.3
-45581.96506,7.5,5.3,9.4
-45580.01557,3.5,8.1,9.4
-45580.35759,4.3,4.8,9.4
-45580.46541,4.8,5.7,9.9
-45580.57729,5.9,5.9,10.3
-45580.19093,6.5,6.4,10.3
-45579.92694,7.0,6.7,10.3
-45580.16468,9.0,10.2,9.4
-45581.60979,5.1,5.8,8.9
-45583.41578,5.8,5.4,9.4
-45580.02404,6.1,8.3,10.0
-45581.72169,6.2,5.7,10.0
-45583.97805,6.4,4.9,9.4
-45581.96111,6.7,5.6,9.9
-45583.65691,6.9,4.8,9.3
-45580.17975,7.4,12.5,8.9
-45580.08213,8.6,10.0,9.9
-45580.58121,8.7,9.3,9.0
-45579.99599,9.1,9.1,10.3
-45579.98686,3.5,10.4,10.0
-45580.01492,4.5,5.6,10.0
-45581.20756,4.6,4.9,9.3
-45580.74381,5.0,5.5,10.0
-45580.21348,5.4,5.8,10.4
-45583.0206,5.5,5.5,9.3
-45583.12306,6.0,5.6,9.3
-45579.91498,6.2,7.1,10.4
-45580.41662,6.5,12.1,8.9
-45580.01494,6.8,6.5,10.4
-45581.31935,7.8,5.2,9.3
-45580.19326,8.6,8.5,9.3
-45580.15561,9.0,7.9,10.0
-45580.58726,5.9,12.2,8.9
-45579.96787,8.4,5.1,9.3
-45580.92308,3.4,8.9,8.9
-45581.31355,5.2,5.7,9.8
-45580.18803,5.8,6.5,10.2
-45584.03746,5.9,4.8,9.1
-45583.15409,6.5,5.5,9.1
-45582.75717,7.0,5.6,9.1
-45580.08775,8.6,9.1,8.7
-45580.03707,9.0,9.3,10.2
-45580.1661,3.4,8.3,9.1
-45580.15891,3.9,9.9,9.8
-45580.13341,4.2,5.4,9.1
-45580.98022,6.4,5.8,10.2
-45580.15899,6.9,12.2,8.7
-45580.12844,8.7,10.2,9.8
-45580.4259,8.9,8.7,9.8
-45580.16851,9.1,10.0,9.1
-45579.99162,6.3,8.8,8.7
-45582.76127,7.4,5.1,9.1
-45580.00779,7.6,8.5,9.1
-45580.03158,3.8,9.4,8.7
-45582.03987,5.0,4.9,9.5
-45582.72485,5.6,5.6,9.5
-45579.91131,6.3,6.6,10.6
-45580.56422,7.4,7.7,8.7
-45580.01019,7.5,6.2,10.2
-45580.5344,3.5,9.8,9.5
-45580.12753,8.5,8.6,9.5
-45580.63124,9.0,8.5,9.5
-45580.29036,3.8,9.9,9.6
-45581.91944,5.3,5.7,9.6
-45579.93445,6.6,6.7,10.5
-45579.92862,8.6,10.2,9.6
-45580.50438,8.8,8.7,9.6
-45580.45531,3.4,9.8,9.7
-45580.58223,3.5,9.5,8.8
-45580.50577,6.4,12.3,8.8
-45581.21296,7.9,5.0,9.2
-45580.0695,8.4,8.6,9.7
-45581.26286,4.7,5.5,9.2
-45581.85387,5.1,4.9,9.7
-45580.2242,5.5,6.4,10.1
