Energy_DPMD (eV),x,y,z
-45580.34892,3.2,10.1,9.4
-45580.72458,3.4,8.9,9.5
-45581.48065,5.1,5.8,9.5
-45580.13527,5.7,6.7,9.5
-45580.15384,6.2,5.7,10.6
-45580.44632,6.5,12.1,9.5
-45581.91092,7.4,5.6,9.4
-45579.97494,7.4,12.5,9.5
-45580.31339,8.1,5.5,9.4
-45580.13678,8.2,9.2,9.5
-45580.05027,3.4,6.7,9.8
-45580.04323,3.4,8.1,10.2
-45581.24723,4.9,5.7,8.7
-45581.3947,5.8,5.9,9.1
-45580.44912,5.9,12.2,9.5
-45580.72337,3.3,9.7,9.1
-45580.31171,3.8,8.8,9.8
-45579.97822,5.0,12.3,9.1
-45580.43475,5.4,13.1,9.1
-45581.3229,5.9,5.4,10.2
-45581.65018,6.5,4.9,10.2
-45580.75827,6.6,5.6,8.7
-45579.95664,6.7,8.3,10.2
-45580.55997,6.8,13.2,9.1
-45580.89746,7.5,6.0,9.1
-45580.23523,8.6,9.3,9.8
-45580.91129,9.0,9.1,9.1
-45580.50343,9.2,8.7,8.7
-45580.04954,5.5,12.3,9.8
-45579.98864,5.7,8.9,9.8
-45579.94151,6.3,9.4,9.8
-45580.03614,6.9,12.0,9.8
-45580.53911,7.4,5.3,10.2
-45579.94405,8.2,8.4,10.2
-45580.50764,3.5,8.9,9.7
-45580.61773,3.6,9.6,9.2
-45580.23641,5.8,12.2,9.7
-45580.28492,6.4,12.1,9.7
-45580.01949,7.0,8.9,9.2
-45580.0651,7.9,5.2,10.1
-45580.11815,8.7,8.5,10.1
-45581.0808,5.4,5.5,10.1
-45580.65434,5.9,13.0,9.2
-45581.51879,6.1,5.6,10.1
-45580.00431,6.2,8.2,10.1
-45580.28037,6.3,5.7,8.8
-45580.05258,8.1,9.3,9.2
-45579.99084,3.9,8.0,10.1
-45579.97339,4.4,5.6,8.8
-45580.27443,4.7,4.9,10.1
-45581.01406,5.0,5.8,9.7
-45582.30574,5.1,5.5,8.8
-45582.2203,5.5,5.8,9.2
-45579.95509,5.6,6.7,9.7
-45581.76294,6.8,4.8,10.1
-45580.25863,6.9,6.5,9.2
-45580.11865,7.4,12.9,9.2
-45580.09703,8.3,9.2,9.7
-45580.36927,3.9,8.8,9.6
-45580.13738,5.4,12.3,9.6
-45580.02778,5.6,8.9,9.6
-45580.02401,6.2,9.4,9.6
-45580.32451,6.7,5.6,10.5
-45580.19786,6.8,12.0,9.6
-45580.39993,8.7,9.3,9.6
-45579.92061,5.4,12.1,9.9
-45580.26298,6.0,8.9,9.4
-45580.06897,6.2,8.8,9.9
-45580.29063,7.5,5.1,10.3
-45580.54809,8.8,8.7,9.0
-45580.14196,9.2,7.6,9.9
-45580.16292,3.9,9.4,9.9
-45579.92084,4.5,8.9,9.9
-45579.94447,5.1,12.1,9.4
-45580.03146,6.8,12.2,9.9
-45580.35057,6.9,13.0,9.4
-45579.9641,7.0,8.3,9.0
-45580.47309,7.4,6.2,9.4
-45579.96464,3.5,8.3,10.3
-45582.17322,5.3,5.7,9.0
-45581.25465,5.8,4.8,10.3
-45580.99593,6.4,5.5,10.3
-45582.57657,6.5,5.8,9.4
-45580.19509,6.6,6.7,9.9
-45579.94152,6.6,8.1,10.3
-45580.50395,7.1,5.6,10.3
-45580.18858,7.2,12.7,9.4
-45580.23555,8.7,9.1,9.9
-45580.78419,9.1,9.3,9.4
-45582.70014,5.0,4.9,8.9
-45580.64591,5.4,6.4,9.3
-45580.71315,5.5,4.9,10.4
-45582.30785,5.6,5.6,8.9
-45580.3327,5.9,6.5,9.4
-45580.36672,6.3,6.6,10.0
-45579.93729,6.3,8.0,10.4
-45582.06984,6.8,5.9,9.3
-45580.07729,8.0,9.1,9.3
-45580.2139,3.4,9.5,10.0
-45579.9943,4.1,9.6,10.0
-45580.54296,4.7,5.8,9.3
-45580.47263,5.8,13.2,9.3
-45579.98388,5.9,12.0,10.0
-45580.57589,6.4,13.1,9.3
-45579.95464,6.7,8.9,10.0
-45580.55976,6.9,5.4,10.4
-45579.9805,8.2,9.0,10.0
-45580.01144,9.1,6.8,10.0
-45580.83594,3.5,9.3,8.9
-45580.05945,3.5,9.8,8.9
-45580.95296,6.4,12.5,8.9
-45580.01368,6.5,12.3,10.0
-45580.00708,6.6,9.1,8.9
-45580.32626,6.6,11.7,9.3
-45580.97244,7.2,5.7,10.0
-45580.24809,8.5,8.6,8.9
-45580.41838,9.0,8.5,8.9
-45580.13173,3.4,10.0,10.0
-45580.05788,3.9,8.4,9.3
-45581.35034,4.7,5.3,9.3
-45581.08591,5.1,5.1,10.0
-45580.07023,5.5,6.2,10.4
-45579.92329,5.7,6.8,10.4
-45579.92056,6.3,7.5,10.4
-45580.13149,6.9,6.1,10.4
-45580.55564,7.1,12.6,8.9
-45581.11188,7.9,4.8,9.3
-45580.28893,9.1,8.3,10.0
-45580.43598,5.0,6.2,8.9
-45583.31364,5.4,5.1,9.3
-45579.97104,5.6,8.5,9.3
-45583.86741,5.9,5.0,9.4
-45580.08519,6.4,8.6,9.9
-45583.65839,6.8,5.2,9.3
-45579.93326,6.9,8.7,10.0
-45580.03325,8.3,8.8,8.9
-45580.7086,3.4,8.5,9.4
-45580.03856,4.1,8.6,9.4
-45580.13115,4.2,5.2,9.4
-45580.21011,5.8,6.3,10.3
-45580.52545,6.4,6.0,10.3
-45583.67122,6.5,5.3,9.4
-45580.44476,8.6,8.9,9.0
-45579.99322,8.7,10.4,9.9
-45579.93246,9.0,9.5,10.3
-45580.62452,9.1,9.8,9.4
-45580.04635,3.9,10.1,9.9
-45580.0138,4.3,8.7,9.9
-45580.00922,5.5,11.9,9.0
-45579.93145,5.7,9.3,9.0
-45580.16725,6.3,9.0,9.0
-45580.68005,6.9,12.4,9.0
-45582.41989,7.4,4.9,9.4
-45580.48607,7.7,5.6,9.9
-45580.5943,3.8,9.2,9.0
-45579.91125,4.4,9.1,9.0
-45583.41503,5.5,5.3,9.2
-45580.03868,6.1,11.7,9.9
-45580.23035,6.3,11.6,9.4
-45579.92109,7.5,6.4,10.3
-45580.59259,3.3,8.7,9.7
-45580.05895,4.4,8.5,9.2
-45581.2757,4.6,5.1,9.2
-45579.92868,4.7,6.2,10.1
-45581.4611,5.0,5.3,9.7
-45581.00644,5.1,6.0,8.8
-45580.57563,5.4,6.0,10.1
-45580.1362,6.1,8.5,9.7
-45580.02111,6.2,6.9,10.1
-45580.42185,6.8,6.3,10.1
-45583.76759,6.9,5.0,9.2
-45579.93234,7.4,12.3,8.8
-45579.92884,8.3,9.9,9.7
-45580.11705,9.2,9.7,10.1
-45580.8858,3.4,9.1,8.8
-45580.2814,3.5,10.2,9.7
-45580.05923,5.1,8.6,9.2
-45580.70203,5.9,12.4,8.8
-45579.99275,6.4,11.4,9.7
-45581.28775,7.8,5.4,9.2
-45579.9258,7.9,5.9,10.1
-45579.99589,8.4,4.9,9.2
-45579.99896,8.6,8.3,9.2
-45580.35996,9.0,8.1,9.7
-45580.46871,3.7,8.6,9.6
-45580.11022,5.8,8.7,9.6
-45579.91578,6.5,7.7,10.5
-45580.35587,8.7,9.8,9.6
-45579.91071,9.0,6.7,10.1
-45580.79767,3.2,8.7,9.5
-45580.2854,3.4,10.2,9.5
-45582.12898,5.1,5.3,9.5
-45580.09923,6.0,8.5,9.5
-45580.01184,6.5,11.4,9.5
-45579.9563,6.8,11.5,9.6
-45579.98602,7.0,11.7,9.5
-45580.27974,7.4,5.8,10.2
-45580.32157,9.1,8.1,9.5
-45580.07047,3.8,10.3,9.8
-45580.02014,3.9,9.0,8.7
-45580.53948,4.3,5.0,9.1
-45580.15429,5.0,12.9,8.7
-45580.49184,5.4,12.5,8.7
-45580.81317,6.1,12.6,8.7
-45580.50329,6.5,6.2,10.2
-45582.08473,7.5,5.5,9.1
-45580.43312,8.0,5.6,9.1
-45579.92879,3.4,7.4,10.2
-45580.42333,3.6,8.6,9.8
-45580.08946,5.4,12.9,9.6
-45583.90424,5.8,5.2,9.1
-45580.59048,5.9,6.1,10.2
-45580.08372,5.9,8.7,9.8
-45580.05283,6.1,9.3,9.6
-45580.42035,6.2,12.7,9.6
-45584.14187,6.4,5.1,9.1
-45579.95635,6.6,8.5,9.1
-45579.97849,6.7,6.8,10.2
-45580.73324,7.1,7.4,8.7
-45579.95107,7.4,5.5,10.5
-45581.07724,7.5,5.8,9.6
-45580.18917,8.6,9.8,9.8
-45579.94841,8.7,9.5,8.7
-45580.09508,9.1,8.9,10.2
-45579.95806,3.5,10.2,10.1
-45579.91233,4.8,9.2,9.2
-45579.96719,5.3,9.0,9.2
-45581.62914,5.8,6.1,9.6
-45580.60378,5.9,5.2,10.5
-45580.80007,5.9,12.4,9.2
-45581.47133,6.4,6.2,9.6
-45580.67255,6.5,5.1,10.5
-45580.51632,6.5,11.9,9.2
-45579.95873,6.6,6.8,9.6
-45580.27412,6.6,12.6,9.7
-45580.03207,6.7,9.3,9.2
-45581.31018,7.8,5.4,8.8
-45579.93379,8.4,4.9,8.8
-45579.92192,8.6,8.3,8.8
-45580.12924,9.0,8.1,10.1
-45580.60452,9.0,8.9,9.6
-45580.92393,3.4,9.1,9.2
-45581.15219,5.1,6.0,9.2
-45580.22092,5.8,12.8,9.7
-45580.02728,6.1,8.5,10.1
-45583.67622,6.9,5.0,8.8
-45580.09609,7.2,6.6,9.2
-45580.04916,7.4,12.3,9.2
-45580.09538,7.9,5.9,9.7
-45579.99435,8.2,9.4,9.2
-45579.9105,9.0,6.7,9.7
-45580.21736,3.3,8.7,10.1
-45581.33463,5.4,6.0,9.7
-45583.23777,5.5,5.3,8.8
-45579.99108,6.2,6.9,9.7
-45580.87712,6.8,6.3,9.7
-45580.48837,9.2,9.7,9.7
-45580.06716,3.6,8.6,10.2
-45580.3957,4.3,5.0,8.7
-45581.34072,4.6,5.1,8.8
-45580.64194,5.0,5.3,10.1
-45581.44296,5.9,6.1,9.8
-45581.26655,6.5,6.2,9.8
-45580.00738,3.4,7.4,9.8
-45580.26486,5.2,7.8,8.7
-45583.29736,5.8,5.2,8.7
-45579.93353,5.9,8.7,10.2
-45583.5073,6.4,5.1,8.7
-45579.95868,7.3,8.8,9.1
-45580.47748,8.7,9.5,9.1
-45580.46201,9.1,8.9,9.8
-45580.51169,3.9,9.0,9.1
-45579.97635,5.5,12.9,9.8
-45580.07222,5.6,9.1,9.1
-45579.9572,6.0,9.3,9.8
-45580.21054,6.3,12.7,9.8
-45580.97095,7.4,5.8,9.8
-45581.87403,7.5,5.5,8.7
-45580.06675,8.0,5.6,8.7
-45579.91731,3.2,6.1,9.5
-45580.09459,5.0,12.9,9.1
-45580.08317,5.4,5.3,10.6
-45580.48995,5.4,12.5,9.1
-45581.62982,5.5,6.0,9.5
-45580.94517,6.1,12.6,9.1
-45580.11083,6.2,9.2,9.1
-45580.1081,6.8,11.8,9.1
-45580.84066,6.9,6.3,9.5
-45579.93296,7.4,13.1,9.5
-45579.91457,8.1,8.3,10.2
-45579.95207,8.1,9.5,9.5
-45581.59068,4.7,5.3,8.9
-45580.59219,5.5,6.2,10.0
-45580.44915,5.9,12.8,9.5
-45580.4386,6.7,12.6,9.5
-45580.33149,6.8,5.0,10.6
-45579.9615,7.0,9.1,9.5
-45580.18556,7.8,5.9,9.5
-45580.1426,3.9,8.4,8.9
-45579.97376,4.6,6.0,10.0
-45580.46707,5.0,6.2,9.3
-45580.25699,5.1,5.1,10.4
-45579.91244,5.6,8.5,8.9
-45579.91998,5.7,6.8,10.0
-45579.93374,6.0,7.9,10.4
-45583.68311,6.8,5.2,8.9
-45580.78651,6.9,6.1,10.0
-45579.95012,8.1,8.9,10.0
-45580.12865,8.3,8.8,9.3
-45580.13282,8.8,9.7,10.0
-45580.7811,3.5,9.3,9.3
-45583.54661,5.4,5.1,8.9
-45579.95399,6.5,12.9,10.0
-45580.37507,5.8,11.8,9.3
-45579.97334,6.1,9.1,9.9
-45580.77031,6.4,12.5,9.3
-45580.17557,6.6,9.1,9.3
-45580.34262,7.1,12.6,9.3
-45580.17539,7.2,5.7,10.4
-45581.31591,7.9,4.8,8.9
-45580.01782,3.5,6.8,9.9
-45580.52401,3.8,9.2,9.4
-45580.12502,4.4,9.1,9.4
-45580.0339,5.3,8.4,9.0
-45580.18988,5.5,11.9,9.4
-45579.99154,5.6,12.6,9.9
-45579.99819,5.7,9.3,9.4
-45580.22325,6.3,9.0,9.4
-45579.93601,6.3,11.6,9.0
-45583.66519,6.5,5.3,9.0
-45579.98752,6.8,12.8,9.9
-45580.40551,6.9,12.4,9.4
-45582.87214,7.4,4.9,9.0
-45579.95143,7.7,5.6,10.3
-45580.10635,8.5,9.6,9.9
-45580.48088,8.6,8.9,9.4
-45580.29797,9.0,9.5,9.9
-45579.99392,9.2,6.5,9.9
-45580.53846,3.4,8.5,9.0
-45580.2028,4.1,8.6,9.0
-45580.24628,4.2,5.2,9.0
-45582.20911,5.3,5.7,9.4
-45582.55651,5.8,4.8,9.9
-45580.83513,5.8,6.3,9.9
-45584.08966,5.9,5.0,9.0
-45580.0171,6.4,4.8,10.8
-45582.27946,6.4,5.5,9.9
-45581.4901,6.4,6.0,9.9
-45579.9117,6.4,8.6,10.3
-45580.08363,7.0,6.8,9.4
-45581.46748,7.1,5.6,9.9
-45580.42454,7.2,12.7,9.0
-45579.94092,8.7,9.1,10.3
-45580.93497,9.1,9.3,9.0
-45580.44101,9.1,9.8,9.0
-45580.36121,3.5,8.3,9.9
-45579.91554,4.3,5.4,9.9
-45581.12699,6.5,5.8,9.0
-45580.02246,6.6,6.7,10.3
-45580.22131,9.0,10.0,9.9
-45579.99646,3.3,10.6,9.9
-45580.1686,3.8,9.9,9.4
-45580.17846,6.0,8.9,9.0
-45581.05599,7.5,5.1,9.9
-45580.58417,8.8,8.7,9.4
-45580.64138,5.8,13.2,8.9
-45580.63927,6.9,13.0,9.0
-45580.69188,7.4,6.2,9.0
-45580.54937,3.5,9.8,9.3
-45580.78391,6.4,13.1,8.9
-45580.36403,7.8,5.0,10.0
-45580.19116,8.5,8.6,9.3
-45580.63838,9.0,8.5,9.3
-45580.15178,3.8,8.2,10.0
-45580.16155,4.6,5.5,10.0
-45580.58769,4.7,5.8,8.9
-45582.3849,5.0,4.9,9.3
-45579.92729,5.1,6.4,10.4
-45581.82837,5.5,4.9,10.0
-45582.92996,5.6,5.6,9.3
-45579.93152,5.7,8.3,10.0
-45579.98225,6.0,5.7,10.7
-45580.03704,6.3,6.6,10.4
-45580.62146,6.8,5.9,8.9
-45580.07162,6.9,4.9,10.7
-45581.6622,6.9,5.4,10.0
-45580.21914,3.3,9.7,8.7
-45580.02741,3.8,8.8,10.2
-45580.49823,5.4,13.1,8.7
-45579.93867,5.5,5.4,10.7
-45580.55304,6.8,13.2,8.7
-45580.68309,7.5,6.0,8.7
-45579.91802,8.8,7.6,10.2
-45580.94043,9.2,8.7,9.1
-45579.93001,5.3,6.6,10.2
-45581.40321,7.4,5.3,9.8
-45580.08472,7.5,8.6,9.1
-45580.07991,8.0,8.5,9.1
-45580.39565,3.4,8.1,9.8
-45581.41015,4.9,5.7,9.1
-45580.55089,5.2,7.3,8.7
-45582.99212,6.5,4.9,9.8
-45582.75804,6.6,5.6,9.1
-45579.97561,8.6,9.3,10.2
-45580.77296,9.0,9.1,8.7
-45580.24776,9.1,10.2,9.8
-45580.94211,4.6,4.9,9.5
-45582.61919,5.9,5.4,9.8
-45579.91124,6.8,6.5,10.6
-45581.04878,7.8,5.2,9.5
-45580.14438,8.6,8.5,9.5
-45579.92289,5.4,5.8,10.6
-45582.75232,5.5,5.5,9.5
-45583.06809,5.8,5.4,9.6
-45583.0597,6.0,5.6,9.5
-45583.57832,6.4,4.9,9.6
-45583.32842,6.9,4.8,9.5
-45580.30183,9.0,10.2,9.6
-45580.26476,3.5,8.1,9.6
-45580.18741,4.3,4.8,9.6
-45580.18331,5.9,5.9,10.5
-45580.01369,6.5,6.4,10.5
-45581.59405,7.5,5.3,9.6
-45580.36123,5.0,5.8,10.1
-45582.14358,5.4,5.5,9.7
-45581.04488,5.5,5.8,8.8
-45579.99075,5.6,6.7,10.1
-45582.72837,6.1,5.6,9.7
-45582.5541,6.3,5.7,9.2
-45582.99557,6.8,4.8,9.7
-45579.96354,8.3,9.2,10.1
-45580.30238,4.4,5.6,9.2
-45580.87919,4.7,4.9,9.7
-45582.36244,5.1,5.5,9.2
-45579.93692,6.1,7.0,10.1
-45579.92015,6.4,12.1,10.1
-45580.25981,7.4,12.9,8.8
-45580.54471,7.9,5.2,9.7
-45580.33983,8.7,8.5,9.7
-45580.15968,3.5,8.9,10.1
-45580.21336,3.6,9.6,8.8
-45580.84401,5.9,13.0,8.8
-45580.37864,7.2,7.5,8.8
-45580.01396,7.8,8.7,9.2
-45580.79782,3.5,9.2,9.3
-45579.92157,4.9,9.1,9.3
-45580.76895,6.4,12.4,9.3
-45579.97103,6.5,12.8,10.0
-45580.34479,7.1,12.7,9.3
-45579.98135,9.0,7.4,10.1
-45580.2448,3.9,8.5,8.9
-45579.92912,4.6,6.1,10.0
-45581.66057,4.7,5.2,8.9
-45580.32796,5.0,6.3,9.3
-45580.28129,5.1,5.0,10.4
-45580.44853,5.5,6.3,10.0
-45580.42824,5.8,11.9,9.3
-45579.9294,6.0,7.8,10.4
-45580.22072,6.6,9.0,9.3
-45583.453,6.8,5.3,8.9
-45580.92812,6.9,6.0,10.0
-45580.22274,7.2,5.6,10.4
-45581.33053,7.9,4.9,8.9
-45580.18996,8.3,8.9,9.3
-45580.14639,8.8,9.6,10.0
-45580.3009,3.4,8.4,9.0
-45580.013,3.5,6.9,9.9
-45580.18726,4.2,5.3,9.0
-45580.07138,5.3,8.5,9.0
-45583.59405,5.4,5.0,8.9
-45581.00903,5.8,6.2,9.9
-45584.03849,5.9,5.1,9.0
-45583.91241,6.5,5.2,9.0
-45579.94282,7.0,6.9,9.4
-45579.96049,8.1,8.8,10.0
-45580.09267,8.5,9.7,9.9
-45580.43908,8.6,8.8,9.4
-45580.3033,9.0,9.4,9.9
-45580.20924,4.1,8.7,9.0
-45580.0951,4.4,9.0,9.4
-45580.09637,5.5,11.8,9.4
-45579.97527,5.6,12.7,9.9
-45580.04507,5.7,9.2,9.4
-45580.00336,6.1,9.0,9.9
-45580.18179,6.3,9.1,9.4
-45581.30395,6.4,6.1,9.9
-45579.96677,6.8,12.9,9.9
-45580.41536,6.9,12.5,9.4
-45582.84969,7.4,4.8,9.0
-45579.93273,7.7,5.7,10.3
-45580.23091,9.1,9.9,9.0
-45579.95063,9.2,6.4,9.9
-45580.51471,3.8,9.3,9.4
-45580.93221,5.1,6.1,9.2
-45583.45203,5.5,5.2,8.8
-45580.03077,6.1,8.4,10.1
-45579.92804,6.3,8.5,8.8
-45580.04414,6.3,11.7,9.0
-45583.62688,6.9,5.1,8.8
-45580.00864,7.4,12.2,9.2
-45580.21918,3.3,8.6,10.1
-45581.37498,4.6,5.0,8.8
-45580.67614,5.0,5.2,10.1
-45581.07559,5.4,6.1,9.7
-45580.15911,6.2,6.8,9.7
-45581.17714,6.8,6.2,9.7
-45579.93284,7.6,8.8,9.2
-45580.10552,9.0,8.0,10.1
-45580.50779,9.2,9.6,9.7
-45579.92735,3.5,10.3,10.1
-45579.9706,5.3,9.1,9.2
-45580.80895,5.9,12.5,9.2
-45580.43567,6.5,11.8,9.2
-45580.25973,6.6,12.7,9.7
-45580.1006,6.7,9.2,9.2
-45581.12099,7.8,5.5,8.8
-45580.93104,3.4,9.0,9.2
-45580.19734,5.8,12.9,9.7
-45580.55076,5.9,5.3,10.5
-45580.70966,6.5,5.0,10.5
-45579.91622,7.2,6.7,9.2
-45580.23361,7.9,5.8,9.7
-45579.95123,9.0,6.6,9.7
-45580.60984,9.0,8.8,9.6
-45580.1093,5.4,12.8,9.6
-45581.88951,5.8,6.0,9.6
-45580.09115,6.1,9.2,9.6
-45580.43632,6.2,12.6,9.6
-45581.20579,6.4,6.3,9.6
-45579.97886,7.4,5.4,10.5
-45580.84703,7.5,5.9,9.6
-45581.30118,5.5,6.1,9.5
-45580.41942,5.9,12.9,9.5
-45580.42845,6.7,12.7,9.5
-45581.07026,6.9,6.2,9.5
-45579.98618,7.0,9.0,9.5
-45579.93663,7.4,13.0,9.5
-45580.45847,7.8,5.8,9.5
-45580.00555,8.1,9.4,9.5
-45580.5354,3.9,9.1,9.1
-45579.95009,4.5,9.2,9.1
-45580.09148,5.0,12.8,9.1
-45580.11472,5.4,5.2,10.6
-45580.47415,5.4,12.4,9.1
-45579.99963,5.5,12.8,9.8
-45580.11191,5.6,9.0,9.1
-45579.98773,6.0,9.2,9.8
-45580.91798,6.1,12.7,9.1
-45580.03292,6.2,9.3,9.1
-45580.22354,6.3,12.6,9.8
-45580.30427,6.8,5.1,10.6
-45580.35624,6.8,11.9,9.1
-45580.83306,7.4,5.9,9.8
-45582.10767,7.5,5.4,8.7
-45580.03978,3.4,7.5,9.8
-45580.06613,3.6,8.7,10.2
-45580.36788,4.3,5.1,8.7
-45582.884,5.8,5.3,8.7
-45581.64488,5.9,6.0,9.8
-45579.95482,5.9,8.6,10.2
-45583.55259,6.4,5.0,8.7
-45581.06176,6.5,6.3,9.8
-45579.92411,6.8,6.4,10.6
-45579.91517,7.3,8.9,9.1
-45580.56329,8.7,9.4,9.1
-45580.47274,9.1,8.8,9.8
-45580.94696,4.6,4.8,9.5
-45582.88841,5.5,5.4,9.5
-45582.83503,6.0,5.7,9.5
-45583.32011,6.9,4.9,9.5
-45580.99934,7.8,5.3,9.5
-45580.02887,8.6,8.4,9.5
-45580.1993,9.1,10.3,9.8
-45580.404,3.3,9.6,8.7
-45580.34172,3.4,8.0,9.8
-45580.02331,3.8,8.9,10.2
-45581.68644,4.9,5.6,9.1
-45580.6791,5.2,7.2,8.7
-45580.55798,5.4,13.0,8.7
-45582.50084,5.9,5.5,9.8
-45583.01002,6.5,4.8,9.8
-45582.29691,6.6,5.7,9.1
-45580.33421,7.5,6.1,8.7
-45579.98768,8.6,9.2,10.2
-45579.93507,8.8,7.7,10.2
-45580.7653,9.0,9.0,8.7
-45580.84802,9.2,8.6,9.1
-45579.91685,6.4,12.0,10.1
-45581.45231,7.4,5.2,9.8
-45580.02079,7.5,8.7,9.1
-45580.04416,7.8,8.6,9.2
-45580.51815,7.9,5.3,9.7
-45579.94569,8.0,8.4,9.1
-45580.26829,8.7,8.4,9.7
-45580.16944,3.5,8.8,10.1
-45579.97566,3.6,9.7,8.8
-45580.28889,5.0,5.9,10.1
-45580.76434,5.9,13.1,8.8
-45580.67777,6.5,13.2,8.8
-45582.98023,6.8,4.9,9.7
-45580.54538,7.2,7.4,8.8
-45579.99591,7.8,6.0,8.8
-45579.99442,9.0,7.5,10.1
-45582.25003,5.4,5.4,9.7
-45580.64669,5.5,5.9,8.8
-45580.09204,5.6,6.6,10.1
-45582.54941,6.1,5.7,9.7
-45580.00208,6.2,8.3,9.7
-45582.9735,6.3,5.6,9.2
-45579.95155,8.3,9.3,10.1
-45580.12107,3.5,8.0,9.6
-45580.18678,4.3,4.9,9.6
-45580.07126,4.4,5.7,9.2
-45580.89118,4.7,4.8,9.7
-45582.50354,5.1,5.4,9.2
-45582.93131,5.8,5.5,9.6
-45580.24208,5.9,5.8,10.5
-45583.5906,6.4,4.8,9.6
-45579.98846,6.5,6.5,10.5
-45579.91395,7.0,6.6,10.5
-45580.25182,7.4,12.8,8.8
-45581.65199,7.5,5.2,9.6
-45580.22271,9.0,10.3,9.6
-45579.95527,3.3,10.7,9.9
-45580.30048,3.8,9.8,9.4
-45580.50811,5.5,13.2,9.0
-45580.16969,6.0,8.8,9.0
-45580.37513,7.4,6.3,9.0
-45581.07997,7.5,5.0,9.9
-45580.51008,8.8,8.6,9.4
-45582.4074,5.3,5.6,9.4
-45582.53474,5.8,4.9,9.9
-45580.01526,6.4,4.9,10.8
-45582.39268,6.4,5.4,9.9
-45580.59758,6.9,13.1,9.0
-45581.34776,7.1,5.7,9.9
-45580.41696,7.2,12.6,9.0
-45579.94822,8.7,9.0,10.3
-45580.96166,9.1,9.2,9.0
-45580.33581,3.5,8.2,9.9
-45580.17785,3.8,8.3,10.0
-45579.93317,4.1,5.4,9.4
-45580.18853,4.6,5.4,10.0
-45582.38375,5.0,4.8,9.3
-45579.91055,5.1,6.5,10.4
-45580.00208,6.3,6.7,10.4
-45580.62188,6.5,5.9,9.0
-45580.0726,6.6,6.6,10.3
-45581.08651,6.8,5.8,8.9
-45580.18889,9.0,10.1,9.9
-45580.37343,4.7,5.9,8.9
-45581.84738,5.5,4.8,10.0
-45579.91066,5.5,5.5,10.7
-45582.67377,5.6,5.7,9.3
-45580.01966,6.0,5.6,10.7
-45579.93625,6.3,8.1,10.0
-45580.07481,6.9,4.8,10.7
-45581.57075,6.9,5.5,10.0
-45580.44645,3.5,9.9,9.3
-45579.91021,3.6,10.6,10.0
-45580.86197,6.4,13.0,8.9
-45580.35036,7.8,5.1,10.0
-45580.24278,8.5,8.7,9.3
-45580.49991,9.0,8.4,9.3
-45579.95279,3.5,8.2,10.3
-45579.9156,4.1,5.4,9.0
-45582.5274,5.3,5.6,9.0
-45581.23248,5.8,4.9,10.3
-45581.08115,6.4,5.4,10.3
-45582.25413,6.5,5.9,9.4
-45580.35511,6.6,6.6,9.9
-45579.93221,6.6,8.0,10.3
-45580.43866,7.1,5.7,10.3
-45580.1944,7.2,12.6,9.4
-45580.24175,8.7,9.0,9.9
-45580.79419,9.1,9.2,9.4
-45580.56338,5.9,6.4,9.4
-45580.27112,6.0,8.8,9.4
-45580.03985,6.2,8.9,9.9
-45580.48548,8.8,8.6,9.0
-45580.1759,9.2,7.7,9.9
-45580.15441,3.9,9.5,9.9
-45579.92978,4.5,8.8,9.9
-45580.03861,6.8,12.3,9.9
-45580.32844,6.9,13.1,9.4
-45580.32263,7.4,6.3,9.4
-45580.31365,7.5,5.0,10.3
-45580.2212,3.4,9.4,10.0
-45579.9799,4.1,9.7,10.0
-45580.26529,5.5,13.2,9.4
-45579.99165,5.9,12.1,10.0
-45580.61136,6.4,13.0,9.3
-45580.01017,6.5,12.2,10.0
-45579.97017,6.7,8.8,10.0
-45580.26505,8.5,8.7,8.9
-45580.26371,9.0,8.4,8.9
-45580.0247,9.1,6.9,10.0
-45580.82045,3.3,9.6,9.1
-45580.27941,4.7,5.9,9.3
-45582.67016,5.0,4.8,8.9
-45580.49711,5.4,6.5,9.3
-45580.72897,5.5,4.8,10.4
-45581.79789,5.6,5.7,8.9
-45579.91226,5.7,8.2,10.4
-45580.25815,6.3,6.7,10.0
-45579.93243,6.3,8.1,10.4
-45582.41588,6.8,5.8,9.3
-45580.50052,6.9,5.5,10.4
-45580.7097,7.5,6.1,9.1
-45580.01997,8.0,9.0,9.3
-45579.96932,8.2,9.1,10.0
-45580.30451,3.8,8.9,9.8
-45579.92437,4.7,13.2,9.1
-45580.45907,5.4,13.0,9.1
-45580.03798,5.5,12.2,9.8
-45579.91633,6.3,9.5,9.8
-45580.39837,9.2,8.6,8.7
-45580.02488,3.4,8.0,10.2
-45581.4523,4.9,5.6,8.7
-45580.00838,5.7,8.8,9.8
-45581.89899,5.8,5.8,9.1
-45579.9329,6.1,9.4,9.1
-45580.05586,6.9,12.1,9.8
-45579.92767,7.1,6.6,9.1
-45580.57781,7.4,5.2,10.2
-45579.94133,8.2,8.5,10.2
-45580.04695,3.4,6.6,9.8
-45580.72739,3.4,8.8,9.5
-45581.23435,5.9,5.5,10.2
-45581.67495,6.5,4.8,10.2
-45580.19847,6.6,5.7,8.7
-45579.94749,6.7,8.2,10.2
-45580.24008,8.6,9.2,9.8
-45580.918,9.0,9.0,9.1
-45581.19306,5.1,5.9,9.5
-45579.91836,5.3,8.9,9.5
